SEX,STATUS,QUALIFICATIONS,EMPLOYER,LEVEL
F,F,"3-18 ASN, S E.A.L., S HISTORY, S MODERN STUDIES, P, 3-18 TESOL",I,M
M,F,"3-18 ASN, S ECONOMIC HISTORY, S HISTORY",L,M
F,F,"3-18 ASN, S ECONOMICS",L,M
F,F,"3-18 ASN, S ECONOMICS",,M
F,F,"3-18 ASN, S ENGLISH",I,M
F,F,"3-18 ASN, S ENGLISH",I,M
F,F,"3-18 ASN, S ENGLISH",I,M
F,F,"3-18 ASN, S ENGLISH",I,M
F,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",L,M
M,F,"3-18 ASN, S ENGLISH",L,M
F,F,"3-18 ASN, S ENGLISH",,M
F,F,"3-18 ASN, S ENGLISH",,M
F,F,"3-18 ASN, S ENGLISH",,M
F,F,"3-18 ASN, S ENGLISH, CROSS-SECTOR SEC - PRI PRIMARY",L,M
F,F,"3-18 ASN, S ENGLISH, F",,M
F,F,"3-18 ASN, S ENGLISH, P",L,M
F,F,"3-18 ASN, S ENGLISH, S FRENCH",L,M
F,F,"3-18 ASN, S ENGLISH, S FRENCH",,M
M,F,"3-18 ASN, S ENGLISH, S FRENCH, S GERMAN",L,M
F,F,"3-18 ASN, S ENGLISH, S HISTORY",L,M
F,F,"3-18 ASN, S ENGLISH, S HISTORY",L,M
F,F,"3-18 ASN, S ENGLISH, S HISTORY",O,M
F,F,"3-18 ASN, S ENGLISH, S MEDIA STUDIES, S PSYCHOLOGY",L,M
F,F,"3-18 ASN, S ENGLISH, S MODERN STUDIES",L,M
F,F,"3-18 ASN, S ENGLISH, S PORTUGUESE, 3-18 TESOL",L,M
F,F,"3-18 ASN, S ENGLISH, S PSYCHOLOGY",O,M
F,F,"3-18 ASN, S FRENCH",L,M
F,F,"3-18 ASN, S FRENCH",L,M
F,F,"3-18 ASN, S FRENCH",L,M
F,F,"3-18 ASN, S FRENCH",L,M
F,F,"3-18 ASN, S FRENCH",L,M
F,F,"3-18 ASN, S FRENCH, 3-18 TESOL",,M
F,F,"3-18 ASN, S FRENCH, S GERMAN",L,M
F,F,"3-18 ASN, S FRENCH, S GERMAN, S SPANISH",L,M
F,F,"3-18 ASN, S FRENCH, S ITALIAN, S SPANISH",L,M
F,F,"3-18 ASN, S FRENCH, S SPANISH",L,M
F,F,"3-18 ASN, S FRENCH, S SPANISH",L,M
F,F,"3-18 ASN, S FRENCH, S SPANISH",O,M
F,F,"3-18 ASN, S FRENCH, S SPANISH, 3-18 TESOL",L,M
F,F,"3-18 ASN, S GEOGRAPHY",I,M
F,F,"3-18 ASN, S GEOGRAPHY",L,M
F,F,"3-18 ASN, S GEOGRAPHY",L,M
F,F,"3-18 ASN, S GEOGRAPHY",L,M
F,F,"3-18 ASN, S GEOGRAPHY",L,M
F,F,"3-18 ASN, S GEOGRAPHY",L,M
F,F,"3-18 ASN, S GEOGRAPHY",L,M
F,F,"3-18 ASN, S GEOGRAPHY",L,M
M,F,"3-18 ASN, S GEOGRAPHY",L,M
M,F,"3-18 ASN, S GEOGRAPHY",L,M
M,F,"3-18 ASN, S GEOGRAPHY",L,M
M,F,"3-18 ASN, S GEOGRAPHY",L,M
F,F,"3-18 ASN, S GEOGRAPHY, F",L,M
F,F,"3-18 ASN, S GEOGRAPHY, S HE, S TECH",L,M
M,F,"3-18 ASN, S GEOGRAPHY, S HISTORY, S MODERN STUDIES",L,M
F,F,"3-18 ASN, S GEOGRAPHY, S MODERN STUDIES",L,M
M,F,"3-18 ASN, S GEOGRAPHY, S MODERN STUDIES",L,M
F,F,"3-18 ASN, S GEOGRAPHY, S PSYCHOLOGY, S RE",O,M
F,F,"3-18 ASN, S GERMAN",L,M
F,F,"3-18 ASN, S GERMAN, 3-18 TESOL",L,M
F,F,"3-18 ASN, S GERMAN, S GREEK, S HISTORY",,M
F,F,"3-18 ASN, S GREEK, S HISTORY, S LATIN, S MODERN STUDIES, S PHILOSOPHY, S PSYCHOLOGY, S SOCIOLOGY",L,M
F,F,"3-18 ASN, S GREEK, S HISTORY, S LATIN, S PHILOSOPHY, S PSYCHOLOGY",L,M
F,F,"3-18 ASN, S GREEK, S HISTORY, S LATIN, S PHILOSOPHY, S PSYCHOLOGY",L,M
M,F,"3-18 ASN, S GREEK, S HISTORY, S LATIN, S PHILOSOPHY, S PSYCHOLOGY",L,M
F,F,"3-18 ASN, S HE",I,M
F,F,"3-18 ASN, S HE",I,M
F,F,"3-18 ASN, S HE",L,M
F,F,"3-18 ASN, S HE, P",L,M
F,F,"3-18 ASN, S HE, P, S PSYCHOLOGY, S SOCIOLOGY",I,M
F,F,"3-18 ASN, S HISTORY",L,M
F,F,"3-18 ASN, S HISTORY",L,M
F,F,"3-18 ASN, S HISTORY",L,M
F,F,"3-18 ASN, S HISTORY",L,M
F,F,"3-18 ASN, S HISTORY",L,M
F,F,"3-18 ASN, S HISTORY",L,M
M,F,"3-18 ASN, S HISTORY",L,M
M,F,"3-18 ASN, S HISTORY",L,M
M,F,"3-18 ASN, S HISTORY",O,M
F,F,"3-18 ASN, S HISTORY, 3-18 TESOL",L,M
F,F,"3-18 ASN, S HISTORY, S MODERN STUDIES",F,M
F,F,"3-18 ASN, S HISTORY, S MODERN STUDIES",L,M
F,F,"3-18 ASN, S HISTORY, S MODERN STUDIES",L,M
M,F,"3-18 ASN, S HISTORY, S MODERN STUDIES",L,M
F,F,"3-18 ASN, S HISTORY, S MODERN STUDIES, P",L,M
M,F,"3-18 ASN, S HISTORY, S MODERN STUDIES, P",L,M
M,F,"3-18 ASN, S HISTORY, S POLISH",L,M
M,F,"3-18 ASN, S HISTORY, S RE",L,M
F,F,"3-18 ASN, S MATHS",I,M
F,F,"3-18 ASN, S MATHS",I,M
M,F,"3-18 ASN, S MATHS",I,M
F,F,"3-18 ASN, S MATHS",L,M
F,F,"3-18 ASN, S MATHS",L,M
F,F,"3-18 ASN, S MATHS",L,M
F,F,"3-18 ASN, S MATHS",L,M
F,F,"3-18 ASN, S MATHS",L,M
F,F,"3-18 ASN, S MATHS",L,M
F,F,"3-18 ASN, S MATHS",L,M
F,F,"3-18 ASN, S MATHS",L,M
F,F,"3-18 ASN, S MATHS",L,M
F,F,"3-18 ASN, S MATHS",L,M
F,F,"3-18 ASN, S MATHS",L,M
F,F,"3-18 ASN, S MATHS, P",L,M
F,F,"3-18 ASN, S MATHS, S PHYSICS",I,M
M,F,"3-18 ASN, S MATHS, S PHYSICS",L,M
M,F,"3-18 ASN, S MATHS, S RE",L,M
F,F,"3-18 ASN, S MODERN LANGUAGES, 3-18 TESOL",,M
F,F,"3-18 ASN, S MODERN STUDIES",I,M
F,F,"3-18 ASN, S MODERN STUDIES",I,M
M,F,"3-18 ASN, S MODERN STUDIES",I,M
F,F,"3-18 ASN, S MODERN STUDIES",,M
F,F,"3-18 ASN, S MODERN STUDIES, P, S RE",L,M
F,F,"3-18 ASN, S MODERN STUDIES, S RE",L,M
F,F,"3-18 ASN, S MUSIC",L,M
M,F,"3-18 ASN, S MUSIC",L,M
F,F,"3-18 ASN, S MUSIC, CROSS-SECTOR SEC - PRI PRIMARY",,M
F,F,"3-18 ASN, S MUSIC, P",L,M
F,F,"3-18 ASN, S MUSIC, P",L,M
F,F,"3-18 ASN, S MUSIC, S SSEN",L,M
F,F,"3-18 ASN, S PE",I,M
M,F,"3-18 ASN, S PE",I,M
M,F,"3-18 ASN, S PE",I,M
F,F,"3-18 ASN, S PE",L,M
F,F,"3-18 ASN, S PE",L,M
F,F,"3-18 ASN, S PE",L,M
F,F,"3-18 ASN, S PE",L,M
F,F,"3-18 ASN, S PE",L,M
F,F,"3-18 ASN, S PE",L,M
F,F,"3-18 ASN, S PE",L,M
M,F,"3-18 ASN, S PE",L,M
M,F,"3-18 ASN, S PE",L,M
F,F,"3-18 ASN, S PE",O,M
F,F,"3-18 ASN, S PE, P",O,M
F,F,"3-18 ASN, S PHYSICS",L,M
M,F,"3-18 ASN, S PHYSICS",L,M
F,F,"3-18 ASN, S POLISH",L,M
F,F,"3-18 ASN, S PSYCHOLOGY, S RE",L,M
F,F,"3-18 ASN, S RE",I,M
F,F,"3-18 ASN, S RE",L,M
F,F,"3-18 ASN, S RE",L,M
F,F,"3-18 ASN, S RE",L,M
F,F,"3-18 ASN, S RE",L,M
F,F,"3-18 ASN, S RE",L,M
F,F,"3-18 ASN, S RE",L,M
F,F,"3-18 ASN, S RE",L,M
F,F,"3-18 ASN, S RE",L,M
F,F,"3-18 ASN, S RE",L,M
F,F,"3-18 ASN, S RE",L,M
M,F,"3-18 ASN, S RE",L,M
M,F,"3-18 ASN, S RE",L,M
F,F,"3-18 ASN, S RE",O,M
F,F,"3-18 ASN, S RE",O,M
F,F,"3-18 ASN, S RE",,M
F,F,"3-18 ASN, S RUSSIAN",L,M
M,F,"3-18 ASN, S SPANISH",L,M
F,F,"3-18 ASN, S SPANISH, 3-18 TESOL",O,M
M,F,"3-18 ASN, S SSEN",L,M
F,F,"3-18 ASN, S SSFL",L,M
F,F,"3-18 ASN, S TECH",L,M
F,F,"3-18 ASN, S TECH",L,M
F,F,"3-18 ASN, S TECH",L,M
M,F,"3-18 ASN, S TECH",L,M
M,F,"3-18 ASN, S TECH",L,M
F,F,"3-18 ASN, S TECH",N,M
F,F,"3-18 DANCE, F",,M
F,F,"3-18 DANCE, S DRAMA",L,M
F,F,"3-18 DANCE, S DRAMA",L,M
M,F,"3-18 DANCE, S DRAMA, S GEOGRAPHY",L,M
F,F,"3-18 DANCE, S ENGLISH, P",I,M
F,F,"3-18 DANCE, S PE",L,M
F,F,"3-18 DANCE, S PE",L,M
F,F,"3-18 DANCE, S PE",L,M
F,F,"3-18 DANCE, S PE",L,M
F,F,"3-18 DANCE, S PE",L,M
F,F,"3-18 DANCE, S PE",,M
F,F,"3-18 TESOL, S SPANISH",L,M
F,F,"CROSS-SECTOR FE - SEC ENGLISH, F",F,M
M,F,"CROSS-SECTOR FE - SEC ENGLISH, F, CROSS-SECTOR FE - SEC HISTORY",I,M
F,F,"CROSS-SECTOR FE - SEC HE, F",L,M
F,F,"CROSS-SECTOR FE - SEC MODERN STUDIES, F",F,M
M,F,"CROSS-SECTOR FE - SEC MUSIC, F",O,M
M,F,"CROSS-SECTOR FE - SEC PE, F",F,M
M,F,"CROSS-SECTOR FE - SEC PE, F",F,M
M,F,"CROSS-SECTOR FE - SEC PE, F",F,M
M,F,"CROSS-SECTOR FE - SEC PE, S SSEN, F",L,M
F,F,"CROSS-SECTOR PRI - SEC ART & DESIGN, P",L,M
F,F,"CROSS-SECTOR PRI - SEC ART & DESIGN, P",L,M
F,F,"CROSS-SECTOR PRI - SEC ART & DESIGN, P",L,M
F,F,"CROSS-SECTOR PRI - SEC ART, P",I,M
F,F,"CROSS-SECTOR PRI - SEC BIOLOGY, P",L,M
F,F,"CROSS-SECTOR PRI - SEC BIOLOGY, P",L,M
F,F,"CROSS-SECTOR PRI - SEC BIOLOGY, P",N,M
F,F,"CROSS-SECTOR PRI - SEC BUSINESS, P",L,M
M,F,"CROSS-SECTOR PRI - SEC CHEMISTRY, P",L,M
M,F,"CROSS-SECTOR PRI - SEC CLASSICS, P",L,M
F,F,"CROSS-SECTOR PRI - SEC COMPUTING, P",L,M
M,F,"CROSS-SECTOR PRI - SEC COMPUTING, P",L,M
M,F,"CROSS-SECTOR PRI - SEC DRAMA, P",I,M
M,F,"CROSS-SECTOR PRI - SEC DRAMA, P",I,M
M,F,"CROSS-SECTOR PRI - SEC DRAMA, P",L,M
F,F,"CROSS-SECTOR PRI - SEC DRAMA, P",O,M
F,F,"CROSS-SECTOR PRI - SEC DRAMA, P",O,M
F,F,"CROSS-SECTOR PRI - SEC ENGLISH, P",L,M
F,F,"CROSS-SECTOR PRI - SEC ENGLISH, P",L,M
M,F,"CROSS-SECTOR PRI - SEC ENGLISH, P",L,M
F,F,"CROSS-SECTOR PRI - SEC FRENCH, P",L,M
F,F,"CROSS-SECTOR PRI - SEC GAELIC, CROSS-SECTOR PRI - SEC MUSIC, P",L,M
F,F,"CROSS-SECTOR PRI - SEC GAELIC, P",,M
M,F,"CROSS-SECTOR PRI - SEC GEOGRAPHY, P",I,M
F,F,"CROSS-SECTOR PRI - SEC HE, P",L,M
F,F,"CROSS-SECTOR PRI - SEC HE, P",L,M
F,F,"CROSS-SECTOR PRI - SEC HISTORY, P",L,M
M,F,"CROSS-SECTOR PRI - SEC HISTORY, P",L,M
M,F,"CROSS-SECTOR PRI - SEC HISTORY, P",L,M
F,F,"CROSS-SECTOR PRI - SEC MATHS, P",L,M
F,F,"CROSS-SECTOR PRI - SEC MATHS, P",L,M
M,F,"CROSS-SECTOR PRI - SEC MATHS, P",L,M
F,F,"CROSS-SECTOR PRI - SEC MODERN STUDIES, P",L,M
F,F,"CROSS-SECTOR PRI - SEC MODERN STUDIES, P, S SOCIOLOGY",L,M
F,F,"CROSS-SECTOR PRI - SEC MUSIC, P",L,M
M,F,"CROSS-SECTOR PRI - SEC OUTDOOR EDUCATION, P, 3-18 ASN",L,M
F,F,"CROSS-SECTOR SEC - PRI PRIMARY, S RE",L,M
M,F,"CROSS-SECTOR SEC - PRI PRIMARY, S RE",L,M
M,F,"CROSS-SECTOR SEC - PRI PRIMARY, S TECH",L,M
F,F,"F, 3-18 ASN",L,M
M,F,"F, 3-18 ASN",,M
F,F,"F, 3-18 ASN, S SSFL",L,M
F,F,"F, 3-18 TESOL",F,M
F,F,"F, 3-18 TESOL",F,M
F,F,"F, 3-18 TESOL",F,M
F,F,"F, 3-18 TESOL",F,M
M,F,"F, 3-18 TESOL",F,M
F,F,"F, 3-18 TESOL",L,M
F,F,"F, CROSS-SECTOR FE - PRI PRIMARY, 3-18 TESOL",L,M
F,F,"F, CROSS-SECTOR FE - SEC MATHS, CROSS-SECTOR FE - SEC PHYSICS",N,M
F,F,"F, CROSS-SECTOR FE - SEC MUSIC",,M
M,F,"F, CROSS-SECTOR FE - SEC TECH",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
F,F,"F, P",F,M
M,F,"F, P",F,M
M,F,"F, P",F,M
M,F,"F, P",F,M
M,F,"F, P",F,M
M,F,"F, P",F,M
M,F,"F, P",F,M
M,F,"F, P",F,M
M,F,"F, P",F,M
M,F,"F, P",F,M
M,F,"F, P",F,M
M,F,"F, P",F,M
M,F,"F, P",F,M
F,F,"F, P",L,M
F,F,"F, P",L,M
F,F,"F, P",L,M
F,F,"F, P",L,M
F,F,"F, P",L,M
F,F,"F, P",L,M
F,F,"F, P",L,M
F,F,"F, P",L,M
F,F,"F, P",L,M
F,F,"F, P",L,M
M,F,"F, P",L,M
M,F,"F, P",L,M
M,F,"F, P",L,M
F,F,"F, P",N,M
F,F,"F, P",O,M
F,F,"F, P",O,M
F,F,"F, P",,M
F,F,"F, P",,M
F,F,"F, P",,M
F,F,"F, P",,M
F,F,"F, P",,M
F,F,"F, P",,M
F,F,"F, P",,M
F,F,"F, P, 3-18 ASN",O,M
M,F,"F, P, S RE, S SPANISH",F,M
F,F,"F, P, S SSFL",L,M
F,F,"F, S BUSINESS",F,M
F,F,"F, S BUSINESS",F,M
F,F,"F, S BUSINESS",F,M
F,F,"F, S BUSINESS",L,M
M,F,"F, S BUSINESS",L,M
F,F,"F, S BUSINESS",,M
F,F,"F, S BUSINESS, S COMPUTING",L,M
F,F,"F, S BUSINESS, S ECONOMICS",F,M
F,F,"F, S BUSINESS, S ECONOMICS",L,M
F,F,"F, S BUSINESS, S ECONOMICS",O,M
F,F,"F, S FRENCH, S OUTDOOR EDUCATION, P",I,M
F,F,"F, S GAELIC, P, S RE",F,M
F,F,"F, S GAELIC, S HISTORY",F,M
F,F,"F, S GEOGRAPHY",F,M
F,F,"F, S GEOGRAPHY",F,M
F,F,"F, S GEOGRAPHY",F,M
F,F,"F, S GEOGRAPHY",F,M
M,F,"F, S GEOGRAPHY",F,M
M,F,"F, S GEOGRAPHY, S HISTORY",F,M
M,F,"F, S GEOGRAPHY, S MODERN STUDIES",L,M
F,F,"F, S GEOGRAPHY, S PE",F,M
M,F,"F, S GEOLOGY, S TECH",F,M
F,F,"F, S GERMAN",F,M
F,F,"F, S HE",F,M
F,F,"F, S HE",F,M
F,F,"F, S HE",F,M
F,F,"F, S HE",F,M
F,F,"F, S HE",L,M
F,F,"F, S HE",L,M
F,F,"F, S HE",L,M
F,F,"F, S HE",L,M
M,F,"F, S HE",L,M
M,F,"F, S HE",L,M
F,F,"F, S HE",O,M
F,F,"F, S HE",,M
F,F,"F, S HE",,M
F,F,"F, S HE, S MATHS",L,M
F,F,"F, S HISTORY",F,M
F,F,"F, S HISTORY",F,M
M,F,"F, S HISTORY",F,M
F,F,"F, S HISTORY",L,M
F,F,"F, S HISTORY",L,M
M,F,"F, S HISTORY, S MODERN STUDIES",F,M
M,F,"F, S HISTORY, S MODERN STUDIES",F,M
M,F,"F, S HISTORY, S MODERN STUDIES",F,M
M,F,"F, S HISTORY, S MODERN STUDIES",L,M
M,F,"F, S HISTORY, S MODERN STUDIES, S SOCIOLOGY",L,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
F,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
M,F,"F, S MATHS",F,M
F,F,"F, S MATHS",L,M
F,F,"F, S MATHS",L,M
F,F,"F, S MATHS",L,M
M,F,"F, S MATHS",L,M
M,F,"F, S MATHS",L,M
F,F,"F, S MATHS",,M
M,F,"F, S MATHS",,M
F,F,"F, S MATHS, P",F,M
M,F,"F, S MATHS, S PHYSICS",F,M
M,F,"F, S MATHS, S PHYSICS",F,M
M,F,"F, S MATHS, S PHYSICS",F,M
M,F,"F, S MATHS, S PHYSICS",F,M
M,F,"F, S MATHS, S PHYSICS",F,M
F,F,"F, S MATHS, S PHYSICS",L,M
M,F,"F, S MATHS, S SASN",L,M
F,F,"F, S MATHS, S TECH",L,M
F,F,"F, S MODERN STUDIES",F,M
M,F,"F, S MODERN STUDIES",F,M
M,F,"F, S MODERN STUDIES",F,M
F,F,"F, S MODERN STUDIES",L,M
M,F,"F, S MODERN STUDIES",L,M
F,F,"F, S MODERN STUDIES, 3-18 TESOL",L,M
M,F,"F, S MODERN STUDIES, S PHILOSOPHY, S PSYCHOLOGY, S RE, S SOCIOLOGY",F,M
F,F,"F, S MUSIC",F,M
M,F,"F, S MUSIC",F,M
M,F,"F, S MUSIC",F,M
M,F,"F, S MUSIC",F,M
M,F,"F, S MUSIC",F,M
M,F,"F, S MUSIC",F,M
M,F,"F, S MUSIC",I,M
F,F,"F, S MUSIC",L,M
M,F,"F, S MUSIC",L,M
F,F,"F, S MUSIC",,M
F,F,"F, S OUTDOOR EDUCATION",F,M
M,F,"F, S OUTDOOR EDUCATION",L,M
M,F,"F, S OUTDOOR EDUCATION, S PE",F,M
F,F,"F, S PE",F,M
F,F,"F, S PE",F,M
F,F,"F, S PE",F,M
F,F,"F, S PE",F,M
F,F,"F, S PE",F,M
F,F,"F, S PE",F,M
F,F,"F, S PE",F,M
F,F,"F, S PE",F,M
F,F,"F, S PE",F,M
F,F,"F, S PE",F,M
F,F,"F, S PE",F,M
F,F,"F, S PE",F,M
M,F,"F, S PE",F,M
M,F,"F, S PE",F,M
M,F,"F, S PE",F,M
M,F,"F, S PE",I,M
M,F,"F, S PE",L,M
M,F,"F, S PE",L,M
F,F,"F, S PHYSICS",F,M
M,F,"F, S PHYSICS",F,M
M,F,"F, S PHYSICS",L,M
F,F,"F, S PHYSICS",O,M
M,F,"F, S PHYSICS, P",F,M
F,F,"F, S PHYSICS, S SCIENCE GENERAL",F,M
M,F,"F, S PHYSICS, S SCIENCE GENERAL",F,M
F,F,"F, S POLISH, 3-18 TESOL",F,M
F,F,"F, S PSYCHOLOGY",F,M
F,F,"F, S PSYCHOLOGY",F,M
M,F,"F, S PSYCHOLOGY",F,M
F,F,"F, S PSYCHOLOGY",I,M
F,F,"F, S RE",F,M
F,F,"F, S RE",F,M
M,F,"F, S RE",F,M
M,F,"F, S RE",F,M
F,F,"F, S RE",L,M
M,F,"F, S RE",,M
M,F,"F, S SASN",L,M
M,F,"F, S SPANISH",F,M
F,F,"F, S SPANISH",L,M
F,F,"F, S SPANISH",L,M
F,F,"F, S SPANISH, 3-18 TESOL",F,M
M,F,"F, S TECH",F,M
M,F,"F, S TECH",F,M
M,F,"F, S TECH",F,M
M,F,"F, S TECH",F,M
M,F,"F, S TECH",F,M
M,F,"F, S TECH",L,M
M,F,"F, S TECH",,M
M,F,"F, S TECH",,M
F,F,"F, S TESOL",O,M
F,F,"P, 3-18 ASN",F,M
F,F,"P, 3-18 ASN",I,M
F,F,"P, 3-18 ASN",I,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",L,M
M,F,"P, 3-18 ASN",L,M
M,F,"P, 3-18 ASN",L,M
M,F,"P, 3-18 ASN",L,M
M,F,"P, 3-18 ASN",L,M
M,F,"P, 3-18 ASN",L,M
M,F,"P, 3-18 ASN",L,M
M,F,"P, 3-18 ASN",L,M
M,F,"P, 3-18 ASN",L,M
M,F,"P, 3-18 ASN",L,M
M,F,"P, 3-18 ASN",L,M
F,F,"P, 3-18 ASN",O,M
F,F,"P, 3-18 ASN",,M
F,F,"P, 3-18 ASN, 3-18 TESOL",L,M
F,F,"P, 3-18 ASN, S SASN",L,M
F,F,"P, 3-18 TESOL",F,M
F,F,"P, 3-18 TESOL",I,M
F,F,"P, 3-18 TESOL",L,M
F,F,"P, 3-18 TESOL",L,M
F,F,"P, 3-18 TESOL",L,M
F,F,"P, 3-18 TESOL",L,M
F,F,"P, 3-18 TESOL",L,M
F,F,"P, 3-18 TESOL",L,M
F,F,"P, 3-18 TESOL",L,M
